timestamp,aqi,pm25,pm10,o3,no2,so2,co,temp,humidity,pressure,wind_speed,clouds
2024-08-22 00:00:00+00:00,64,15.0,39.0,33.0,7.0,5.3,154.0,26.9,86,1000.4,18.5,1
2024-08-22 01:00:00+00:00,64,15.2,41.2,34.0,6.5,5.4,157.0,27.3,85,1000.3,17.6,56
2024-08-22 02:00:00+00:00,65,15.8,43.2,37.0,5.7,5.6,161.0,27.8,81,1000.7,19.1,32
2024-08-22 03:00:00+00:00,65,16.3,49.8,42.0,4.8,5.7,163.0,28.9,74,1001.1,17.2,12
2024-08-22 04:00:00+00:00,65,16.9,57.4,53.0,3.8,5.8,161.0,30.1,71,1001.0,16.9,4
2024-08-22 05:00:00+00:00,65,18.5,69.4,67.0,2.7,5.9,157.0,31.6,67,1000.8,16.4,38
2024-08-22 06:00:00+00:00,66,20.3,80.6,80.0,1.9,6.0,154.0,33.0,63,1000.5,14.5,47
2024-08-22 07:00:00+00:00,66,22.3,89.2,90.0,1.5,6.4,154.0,34.5,58,999.9,12.0,9
2024-08-22 08:00:00+00:00,66,23.9,93.8,99.0,1.4,6.8,156.0,35.3,56,999.2,11.3,100
2024-08-22 09:00:00+00:00,67,26.3,104.3,104.0,1.4,7.0,158.0,35.8,53,998.4,12.0,100
2024-08-22 10:00:00+00:00,67,26.1,102.4,106.0,1.4,6.8,157.0,35.5,53,997.7,11.8,100
2024-08-22 11:00:00+00:00,68,27.2,106.2,104.0,1.5,6.5,155.0,35.3,53,997.1,12.5,34
2024-08-22 12:00:00+00:00,68,27.8,101.7,99.0,2.5,5.1,163.0,32.5,64,997.3,19.9,48
2024-08-22 13:00:00+00:00,69,28.2,98.0,90.0,4.2,4.8,176.0,33.4,58,997.6,14.2,17
2024-08-22 14:00:00+00:00,69,30.0,96.4,77.0,6.6,4.4,195.0,33.0,60,997.9,11.6,31
2024-08-22 15:00:00+00:00,70,26.0,79.2,64.0,8.5,4.3,207.0,31.5,65,998.6,20.7,28
2024-08-22 16:00:00+00:00,71,21.0,61.2,53.0,9.6,4.9,208.0,30.5,67,999.8,21.1,8
2024-08-22 17:00:00+00:00,71,17.2,49.2,42.0,10.2,5.9,204.0,29.5,72,1000.3,20.8,3
2024-08-22 18:00:00+00:00,71,15.1,44.2,35.0,10.5,6.6,198.0,28.8,76,1000.3,20.0,3
2024-08-22 19:00:00+00:00,71,14.1,42.3,32.0,10.4,6.9,192.0,28.3,79,1000.0,20.2,2
2024-08-22 20:00:00+00:00,71,13.6,39.6,32.0,9.8,7.1,184.0,28.0,81,999.8,19.3,11
2024-08-22 21:00:00+00:00,71,13.4,38.1,33.0,9.1,6.9,175.0,27.7,83,999.7,17.5,68
2024-08-22 22:00:00+00:00,71,13.2,36.3,34.0,8.0,6.3,164.0,27.4,85,999.4,17.2,93
2024-08-22 23:00:00+00:00,71,13.1,35.4,36.0,6.8,5.5,153.0,27.2,86,999.5,18.2,47
2024-08-23 00:00:00+00:00,70,13.0,36.0,37.0,6.2,5.3,150.0,27.0,86,999.5,18.5,62
2024-08-23 01:00:00+00:00,70,13.3,37.7,38.0,5.8,5.3,154.0,27.2,84,1000.1,20.0,38
2024-08-23 02:00:00+00:00,70,13.8,40.7,40.0,5.2,5.2,159.0,27.6,82,1000.3,21.5,10
2024-08-23 03:00:00+00:00,70,14.6,51.1,45.0,4.5,5.2,162.0,28.9,76,1000.4,21.9,10
2024-08-23 04:00:00+00:00,70,16.3,68.7,56.0,3.6,5.2,160.0,30.5,69,1000.9,21.1,21
2024-08-23 05:00:00+00:00,70,19.2,88.7,71.0,2.6,5.3,156.0,32.3,62,1001.1,20.3,76
2024-08-23 06:00:00+00:00,70,21.9,105.2,83.0,1.8,5.3,153.0,34.1,56,1000.9,19.8,99
2024-08-23 07:00:00+00:00,70,24.3,120.1,92.0,1.4,5.2,152.0,35.5,51,1000.3,20.3,94
2024-08-23 08:00:00+00:00,70,26.0,128.5,98.0,1.3,5.1,152.0,36.6,47,999.7,20.5,84
2024-08-23 09:00:00+00:00,70,27.0,132.2,102.0,1.3,4.9,153.0,37.2,44,998.8,20.3,59
2024-08-23 10:00:00+00:00,70,27.2,130.9,103.0,1.3,4.8,152.0,37.5,43,997.6,21.2,6
2024-08-23 11:00:00+00:00,70,27.0,127.6,101.0,1.5,4.7,152.0,36.9,44,997.0,21.1,14
2024-08-23 12:00:00+00:00,70,26.4,125.3,95.0,2.2,4.2,158.0,36.1,45,997.1,21.7,2
2024-08-23 13:00:00+00:00,70,25.2,113.6,86.0,3.9,4.0,171.0,34.7,48,998.0,20.5,5
2024-08-23 14:00:00+00:00,70,23.7,89.2,73.0,6.3,3.8,189.0,33.2,51,998.5,21.2,8
2024-08-23 15:00:00+00:00,70,20.4,67.5,61.0,8.2,3.9,201.0,32.0,56,999.0,22.6,7
2024-08-23 16:00:00+00:00,69,16.8,52.3,52.0,9.1,4.4,202.0,30.6,64,999.4,23.5,5
2024-08-23 17:00:00+00:00,69,14.8,44.9,44.0,9.4,5.2,197.0,29.6,70,1000.3,20.3,48
2024-08-23 18:00:00+00:00,69,14.0,42.0,38.0,9.4,5.8,191.0,28.8,75,1000.5,19.6,86
2024-08-23 19:00:00+00:00,69,13.4,39.0,36.0,9.0,6.0,184.0,28.2,78,1000.4,21.3,81
2024-08-23 20:00:00+00:00,69,13.0,36.7,36.0,8.3,6.0,175.0,27.7,82,1000.0,21.2,32
2024-08-23 21:00:00+00:00,68,12.6,34.6,37.0,7.5,5.8,166.0,27.4,83,999.7,20.8,73
2024-08-23 22:00:00+00:00,68,12.3,33.2,37.0,6.7,5.3,157.0,27.1,84,999.5,20.1,100
2024-08-23 23:00:00+00:00,68,12.1,32.6,38.0,5.8,4.6,148.0,27.0,85,999.6,19.3,99
2024-08-24 00:00:00+00:00,68,11.7,35.3,39.0,5.3,4.3,146.0,26.9,85,999.6,19.2,93
2024-08-24 01:00:00+00:00,68,12.0,38.5,40.0,4.9,3.8,150.0,27.3,83,999.9,18.8,10
2024-08-24 02:00:00+00:00,68,13.0,48.3,42.0,4.4,3.2,155.0,27.8,80,1000.5,20.4,4
2024-08-24 03:00:00+00:00,68,14.3,60.3,47.0,3.8,3.2,159.0,29.2,74,1000.8,20.5,24
2024-08-24 04:00:00+00:00,68,16.2,73.6,58.0,3.1,4.2,159.0,31.0,67,1000.9,19.4,9
2024-08-24 05:00:00+00:00,68,19.6,96.6,72.0,2.4,5.8,158.0,33.0,60,1001.1,15.7,16
2024-08-24 06:00:00+00:00,68,23.9,121.1,84.0,1.8,7.1,156.0,35.0,53,1000.7,14.3,0
2024-08-24 07:00:00+00:00,68,28.5,140.2,93.0,1.5,7.9,155.0,36.6,48,999.9,12.1,1
2024-08-24 08:00:00+00:00,68,31.3,151.3,100.0,1.3,8.5,154.0,37.7,44,998.9,7.9,3
2024-08-24 09:00:00+00:00,69,32.5,155.5,105.0,1.3,8.9,154.0,38.2,43,997.7,4.2,16
2024-08-24 10:00:00+00:00,69,32.7,153.2,107.0,1.2,9.0,152.0,38.0,42,996.9,4.5,32
2024-08-24 11:00:00+00:00,70,32.8,149.0,106.0,1.3,8.9,152.0,36.3,46,996.9,12.1,55
2024-08-24 12:00:00+00:00,70,32.5,138.8,102.0,3.0,9.0,166.0,33.5,58,997.2,12.5,100
2024-08-24 13:00:00+00:00,71,35.6,142.5,96.0,4.7,9.5,181.0,32.8,62,997.7,9.3,98
2024-08-24 14:00:00+00:00,72,35.6,126.2,87.0,7.2,10.2,203.0,32.4,62,998.0,8.2,92
2024-08-24 15:00:00+00:00,72,35.7,118.7,77.0,9.5,10.4,222.0,28.7,82,999.5,14.6,100
2024-08-24 16:00:00+00:00,74,34.8,105.9,66.0,11.7,9.9,240.0,27.8,86,999.7,6.2,98
2024-08-24 17:00:00+00:00,75,34.9,106.4,54.0,13.7,8.9,257.0,28.2,84,999.9,7.2,100
2024-08-24 18:00:00+00:00,77,33.3,97.8,44.0,14.4,8.0,259.0,28.6,82,999.8,8.7,100
2024-08-24 19:00:00+00:00,78,28.6,78.9,39.0,13.1,7.2,237.0,28.8,78,999.5,15.2,100
2024-08-24 20:00:00+00:00,79,22.9,60.8,36.0,10.5,6.4,202.0,28.4,77,999.1,18.8,95
2024-08-24 21:00:00+00:00,80,20.0,52.6,35.0,8.1,5.6,172.0,28.1,79,998.6,19.6,78
2024-08-24 22:00:00+00:00,81,19.2,51.0,37.0,6.4,4.5,154.0,27.9,79,997.9,18.7,70
2024-08-24 23:00:00+00:00,81,18.9,50.4,40.0,4.9,3.4,142.0,27.7,79,997.9,17.3,77
2024-08-25 00:00:00+00:00,82,17.8,47.6,42.0,4.0,2.5,139.0,27.6,79,998.0,15.1,15
2024-08-25 01:00:00+00:00,82,18.0,51.3,42.0,4.0,2.3,146.0,27.8,77,998.5,12.9,99
2024-08-25 02:00:00+00:00,83,18.6,56.2,43.0,3.9,2.1,156.0,28.2,76,998.9,11.7,100
2024-08-25 03:00:00+00:00,83,19.4,60.5,48.0,3.7,2.9,164.0,29.5,72,999.1,12.9,99
2024-08-25 04:00:00+00:00,84,21.0,71.0,61.0,3.2,5.5,167.0,31.2,67,999.0,14.6,100
2024-08-25 05:00:00+00:00,84,24.0,87.5,78.0,2.6,9.1,168.0,33.0,60,999.0,11.5,32
2024-08-25 06:00:00+00:00,84,27.4,102.2,92.0,2.1,11.6,168.0,34.6,56,998.6,7.2,99
2024-08-25 07:00:00+00:00,85,28.0,98.7,101.0,1.8,12.0,167.0,35.7,52,997.9,5.5,99
2024-08-25 08:00:00+00:00,85,25.7,85.2,108.0,1.5,11.2,165.0,36.6,50,997.4,4.1,98
2024-08-25 09:00:00+00:00,84,23.5,74.7,112.0,1.5,10.6,164.0,37.3,47,996.5,5.3,91
2024-08-25 10:00:00+00:00,83,22.6,69.4,116.0,1.3,10.5,162.0,37.5,45,995.5,6.8,35
2024-08-25 11:00:00+00:00,83,21.9,65.2,117.0,1.3,10.6,161.0,37.6,44,994.8,6.5,56
2024-08-25 12:00:00+00:00,82,21.9,65.9,115.0,2.6,10.3,172.0,37.1,44,994.5,4.0,20
2024-08-25 13:00:00+00:00,81,22.5,68.7,103.0,6.1,10.2,204.0,36.2,46,994.8,3.3,26
2024-08-25 14:00:00+00:00,80,23.8,70.1,85.0,10.9,10.1,246.0,34.5,55,995.3,4.8,13
2024-08-25 15:00:00+00:00,79,26.3,70.3,69.0,14.4,9.7,274.0,34.1,55,995.8,5.1,58
2024-08-25 16:00:00+00:00,78,26.3,61.5,55.0,15.4,8.9,274.0,32.4,62,996.5,12.6,55
2024-08-25 17:00:00+00:00,78,23.5,54.2,42.0,15.1,7.8,259.0,30.6,67,996.7,20.2,100
2024-08-25 18:00:00+00:00,77,20.4,49.1,34.0,13.9,6.7,238.0,29.9,70,996.5,19.3,100
2024-08-25 19:00:00+00:00,76,18.3,45.1,34.0,11.7,5.8,210.0,29.3,73,996.4,20.9,100
2024-08-25 20:00:00+00:00,75,17.4,43.4,40.0,8.6,5.0,176.0,29.1,74,996.1,21.0,100
2024-08-25 21:00:00+00:00,74,16.6,40.3,44.0,6.1,4.2,149.0,28.8,74,995.5,19.8,100
2024-08-25 22:00:00+00:00,74,15.6,37.3,45.0,4.5,3.3,131.0,28.5,75,995.3,19.2,100
2024-08-25 23:00:00+00:00,74,14.7,37.1,45.0,3.4,2.4,121.0,28.5,74,995.2,18.1,100
2024-08-26 00:00:00+00:00,74,13.9,34.6,43.0,4.0,2.7,126.0,28.4,74,995.0,17.1,100
2024-08-26 01:00:00+00:00,73,14.0,38.3,41.0,4.6,2.7,138.0,28.7,72,995.5,15.2,100
2024-08-26 02:00:00+00:00,73,15.7,49.0,39.0,5.3,2.8,157.0,29.1,71,995.9,12.6,100
2024-08-26 03:00:00+00:00,73,17.9,61.2,46.0,5.5,3.5,176.0,30.6,66,996.1,12.4,100
2024-08-26 04:00:00+00:00,73,21.1,74.7,71.0,4.8,5.4,197.0,33.0,58,996.2,11.9,100
2024-08-26 05:00:00+00:00,73,24.6,76.1,106.0,3.5,7.9,219.0,35.7,51,996.3,15.5,100
2024-08-26 06:00:00+00:00,73,32.5,79.9,133.0,2.6,9.6,239.0,37.1,47,995.7,20.2,100
2024-08-26 07:00:00+00:00,73,39.0,85.0,147.0,2.2,9.9,257.0,36.5,46,995.7,25.2,100
2024-08-26 08:00:00+00:00,74,43.4,91.0,154.0,2.2,9.4,273.0,36.0,51,994.8,18.5,100
2024-08-26 09:00:00+00:00,75,44.2,93.1,155.0,2.4,8.8,283.0,35.3,55,993.8,18.8,100
2024-08-26 10:00:00+00:00,77,43.4,93.6,148.0,3.0,8.1,281.0,31.8,72,993.6,21.3,100
2024-08-26 11:00:00+00:00,79,41.7,92.9,135.0,3.9,7.3,273.0,29.3,81,994.3,10.1,100
2024-08-26 12:00:00+00:00,90,38.6,79.4,111.0,9.7,13.4,317.0,29.6,82,993.9,10.5,100
2024-08-26 13:00:00+00:00,98,36.6,76.4,110.0,9.5,12.0,317.0,28.2,90,994.7,11.2,100
2024-08-26 14:00:00+00:00,99,35.2,67.8,109.0,9.3,10.0,318.0,28.6,87,994.4,14.3,100
2024-08-26 15:00:00+00:00,94,33.5,58.1,106.0,9.2,8.2,318.0,28.3,86,994.3,15.5,100
2024-08-26 16:00:00+00:00,85,31.3,49.8,100.0,9.5,6.8,320.0,28.4,86,995.0,10.2,100
2024-08-26 17:00:00+00:00,84,29.9,45.4,92.0,9.8,5.6,321.0,28.5,85,995.4,7.0,100
2024-08-26 18:00:00+00:00,85,30.2,46.4,86.0,10.0,4.8,320.0,28.7,84,994.9,11.8,100
2024-08-26 19:00:00+00:00,86,29.7,45.4,83.0,9.7,4.6,312.0,28.9,83,994.4,12.1,92
2024-08-26 20:00:00+00:00,87,28.9,43.7,81.0,9.1,4.8,302.0,29.2,83,994.1,14.1,100
2024-08-26 21:00:00+00:00,87,27.4,41.9,79.0,8.6,5.1,295.0,29.6,79,993.3,18.7,100
2024-08-26 22:00:00+00:00,88,25.9,40.3,77.0,8.3,5.7,295.0,29.8,74,993.4,19.9,100
2024-08-26 23:00:00+00:00,89,26.1,41.0,75.0,8.1,6.4,299.0,29.1,76,993.6,19.8,100
2024-08-27 00:00:00+00:00,90,28.6,43.0,80.0,7.0,7.1,304.0,28.2,81,993.4,25.1,100
2024-08-27 01:00:00+00:00,91,28.0,44.4,76.0,8.1,7.2,303.0,26.7,88,994.1,21.2,100
2024-08-27 02:00:00+00:00,92,25.5,46.0,71.0,9.5,7.2,301.0,26.6,91,994.3,18.1,100
2024-08-27 03:00:00+00:00,93,23.2,46.9,72.0,9.7,7.2,292.0,27.4,88,994.8,21.2,98
2024-08-27 04:00:00+00:00,93,21.5,45.3,84.0,7.6,7.0,272.0,28.5,81,995.4,30.0,100
2024-08-27 05:00:00+00:00,93,19.6,41.7,101.0,4.4,6.8,246.0,28.3,83,995.1,24.5,100
2024-08-27 06:00:00+00:00,93,16.2,31.1,112.0,2.0,6.4,224.0,30.5,71,994.8,30.3,100
2024-08-27 07:00:00+00:00,92,13.4,21.6,112.0,1.4,5.8,209.0,32.0,65,993.8,29.9,100
2024-08-27 08:00:00+00:00,90,10.7,15.7,107.0,1.6,5.1,198.0,29.9,76,993.7,22.7,100
2024-08-27 09:00:00+00:00,87,12.2,17.8,102.0,2.2,4.7,195.0,31.8,66,992.9,25.2,100
2024-08-27 10:00:00+00:00,85,10.7,16.8,102.0,3.2,4.8,208.0,29.3,77,992.8,21.0,100
2024-08-27 11:00:00+00:00,82,14.1,26.1,103.0,4.5,5.3,230.0,27.5,89,992.9,24.9,100
2024-08-27 12:00:00+00:00,80,24.3,61.2,93.0,6.2,5.0,234.0,27.7,86,992.8,25.4,100
2024-08-27 13:00:00+00:00,79,25.6,65.4,84.0,6.3,4.7,221.0,27.5,87,993.2,29.5,100
2024-08-27 14:00:00+00:00,78,20.5,53.2,72.0,6.5,4.3,203.0,27.1,90,993.7,27.2,100
2024-08-27 15:00:00+00:00,77,13.7,36.6,64.0,6.5,4.0,189.0,26.7,92,994.1,25.8,100
2024-08-27 16:00:00+00:00,75,13.1,52.7,63.0,6.3,3.9,185.0,26.9,90,994.8,24.2,100
2024-08-27 17:00:00+00:00,74,18.3,95.2,65.0,5.9,4.0,184.0,26.9,89,995.6,22.8,100
2024-08-27 18:00:00+00:00,73,24.6,121.5,68.0,5.5,3.9,183.0,26.5,90,995.6,24.4,100
2024-08-27 19:00:00+00:00,72,25.9,106.9,70.0,4.9,3.6,177.0,26.3,89,995.3,23.1,100
2024-08-27 20:00:00+00:00,72,27.0,98.0,71.0,4.3,3.2,169.0,26.5,88,994.6,22.7,100
2024-08-27 21:00:00+00:00,72,27.8,91.3,73.0,3.8,3.0,166.0,26.2,91,994.0,27.8,100
2024-08-27 22:00:00+00:00,72,24.1,69.2,76.0,3.5,3.0,170.0,25.9,91,993.8,29.5,100
2024-08-27 23:00:00+00:00,72,17.5,40.5,78.0,3.4,3.2,179.0,25.4,94,993.8,27.0,100
2024-08-28 00:00:00+00:00,71,14.3,19.0,72.0,3.8,3.1,172.0,25.7,93,993.5,28.7,100
2024-08-28 01:00:00+00:00,70,12.5,17.3,68.0,4.8,3.1,183.0,25.8,92,995.2,30.1,100
2024-08-28 02:00:00+00:00,69,11.3,15.7,63.0,6.1,3.1,198.0,25.9,93,995.5,27.8,100
2024-08-28 03:00:00+00:00,68,10.5,14.8,61.0,6.6,3.4,206.0,26.1,93,996.0,26.2,100
2024-08-28 04:00:00+00:00,67,9.6,13.5,65.0,5.6,4.2,201.0,26.4,92,996.3,26.1,100
2024-08-28 05:00:00+00:00,66,7.8,11.3,72.0,3.9,5.2,189.0,27.4,88,996.7,26.6,90
2024-08-28 06:00:00+00:00,65,6.7,10.5,78.0,2.7,5.8,180.0,29.8,73,996.1,31.1,100
2024-08-28 07:00:00+00:00,64,6.4,10.7,82.0,2.5,5.5,177.0,27.3,91,996.1,24.8,100
2024-08-28 08:00:00+00:00,64,6.4,10.9,84.0,2.8,4.9,178.0,27.1,91,995.5,25.2,100
2024-08-28 09:00:00+00:00,63,6.4,10.9,85.0,3.5,4.4,183.0,26.6,92,994.8,23.9,100
2024-08-28 10:00:00+00:00,63,8.8,15.4,84.0,4.6,4.5,196.0,27.7,86,993.8,27.0,100
2024-08-28 11:00:00+00:00,63,10.6,20.6,83.0,6.0,4.8,215.0,27.6,86,993.8,27.8,100
2024-08-28 12:00:00+00:00,62,14.3,38.2,78.0,6.6,5.3,211.0,26.7,93,993.9,24.1,100
2024-08-28 13:00:00+00:00,62,16.4,45.2,77.0,7.0,5.1,219.0,26.5,91,994.2,29.2,100
2024-08-28 14:00:00+00:00,61,16.9,42.4,76.0,7.5,4.9,229.0,26.3,92,994.3,27.8,100
2024-08-28 15:00:00+00:00,61,16.2,36.4,76.0,7.7,4.7,237.0,26.4,92,994.8,29.0,100
2024-08-28 16:00:00+00:00,61,16.4,34.1,77.0,7.4,4.7,239.0,26.5,91,995.5,25.4,100
2024-08-28 17:00:00+00:00,61,16.9,33.4,79.0,6.8,4.8,238.0,26.3,92,996.3,22.5,100
2024-08-28 18:00:00+00:00,61,16.8,31.7,79.0,6.3,5.0,236.0,26.3,93,995.9,24.6,100
2024-08-28 19:00:00+00:00,60,16.8,30.3,77.0,6.1,5.2,233.0,26.1,94,995.1,27.7,100
2024-08-28 20:00:00+00:00,60,17.1,28.8,73.0,6.0,5.4,229.0,26.0,93,994.6,27.8,100
2024-08-28 21:00:00+00:00,59,17.6,27.6,70.0,6.0,5.8,230.0,26.2,94,994.3,28.2,100
2024-08-28 22:00:00+00:00,58,18.2,27.1,69.0,5.9,6.4,237.0,26.1,93,994.3,26.3,100
2024-08-28 23:00:00+00:00,58,18.9,27.9,69.0,6.0,7.1,249.0,26.3,94,994.3,27.3,100
2024-08-29 00:00:00+00:00,58,17.2,33.4,66.0,5.3,5.1,212.0,26.3,94,994.2,28.2,100
2024-08-29 01:00:00+00:00,58,18.9,39.7,65.0,6.1,5.8,233.0,26.4,91,993.8,33.5,99
2024-08-29 02:00:00+00:00,58,20.0,41.8,64.0,7.1,6.8,261.0,26.6,90,994.2,32.8,100
2024-08-29 03:00:00+00:00,59,20.8,40.4,67.0,7.5,7.3,278.0,26.8,89,994.7,32.1,100
2024-08-29 04:00:00+00:00,60,19.6,36.7,76.0,6.5,7.1,273.0,27.0,88,995.1,31.3,100
2024-08-29 05:00:00+00:00,61,18.8,32.7,88.0,4.8,6.5,258.0,27.6,84,995.2,28.8,100
2024-08-29 06:00:00+00:00,62,18.9,31.5,97.0,3.5,5.9,241.0,27.2,86,995.2,28.5,100
2024-08-29 07:00:00+00:00,63,18.0,31.8,98.0,3.0,5.4,225.0,26.9,89,994.5,27.9,100
2024-08-29 08:00:00+00:00,63,15.7,30.6,96.0,2.9,5.0,209.0,28.3,81,993.4,24.9,98
2024-08-29 09:00:00+00:00,64,15.0,33.4,93.0,3.1,4.6,199.0,29.9,76,992.5,24.9,100
2024-08-29 10:00:00+00:00,65,12.0,26.5,90.0,3.9,4.2,199.0,26.8,91,991.7,18.0,100
2024-08-29 11:00:00+00:00,65,11.7,25.9,86.0,5.0,3.9,205.0,27.0,92,991.5,19.9,100
2024-08-29 12:00:00+00:00,65,14.8,31.7,77.0,6.0,4.6,193.0,26.2,94,991.6,25.6,100
2024-08-29 13:00:00+00:00,65,15.5,32.0,74.0,6.2,4.3,192.0,27.1,86,993.2,22.8,100
2024-08-29 14:00:00+00:00,65,15.8,35.5,70.0,6.4,4.0,190.0,26.6,90,993.6,20.8,100
2024-08-29 15:00:00+00:00,65,18.5,50.2,67.0,6.5,3.7,187.0,26.4,92,994.2,26.1,100
2024-08-29 16:00:00+00:00,65,19.8,58.2,66.0,6.2,3.7,182.0,26.4,91,994.6,28.2,99
2024-08-29 17:00:00+00:00,66,19.6,57.3,65.0,5.8,3.8,176.0,26.3,90,995.0,26.9,81
2024-08-29 18:00:00+00:00,66,18.7,52.6,64.0,5.4,3.9,169.0,26.4,90,995.0,26.5,100
2024-08-29 19:00:00+00:00,66,17.8,48.1,62.0,5.1,4.1,161.0,26.6,87,994.4,28.0,98
2024-08-29 20:00:00+00:00,66,16.2,42.3,59.0,4.8,4.4,153.0,26.7,85,993.7,30.0,100
2024-08-29 21:00:00+00:00,66,13.9,33.9,56.0,4.6,4.5,146.0,26.7,84,993.2,31.1,100
2024-08-29 22:00:00+00:00,66,11.4,25.7,51.0,4.5,4.3,140.0,26.7,84,993.0,31.6,100
2024-08-29 23:00:00+00:00,65,9.2,18.3,44.0,4.5,3.9,134.0,26.4,86,993.1,33.3,100
2024-08-30 00:00:00+00:00,64,11.8,19.2,45.0,4.9,3.1,135.0,26.1,90,993.7,32.0,100
2024-08-30 01:00:00+00:00,64,12.2,20.6,43.0,4.9,3.1,140.0,25.6,91,994.6,29.7,100
2024-08-30 02:00:00+00:00,63,12.9,22.6,41.0,4.8,3.2,147.0,25.7,89,994.6,30.1,100
2024-08-30 03:00:00+00:00,63,12.5,27.0,43.0,4.5,3.2,150.0,26.0,88,995.7,28.3,100
2024-08-30 04:00:00+00:00,62,11.9,31.8,51.0,3.6,3.1,146.0,27.0,83,996.0,27.2,100
2024-08-30 05:00:00+00:00,62,14.5,37.7,63.0,2.3,3.0,138.0,28.2,78,996.4,27.0,88
2024-08-30 06:00:00+00:00,61,16.4,39.2,73.0,1.4,2.9,132.0,30.4,66,996.0,32.9,100
2024-08-30 07:00:00+00:00,61,18.5,40.2,79.0,1.1,2.8,130.0,30.4,66,995.8,33.5,76
2024-08-30 08:00:00+00:00,61,19.8,35.6,82.0,1.2,2.6,129.0,30.2,67,995.5,32.2,97
2024-08-30 09:00:00+00:00,61,23.9,34.8,83.0,1.4,2.5,129.0,30.9,63,994.8,31.4,22
2024-08-30 10:00:00+00:00,62,27.0,35.4,80.0,1.8,2.4,131.0,31.1,62,994.4,32.8,28
2024-08-30 11:00:00+00:00,63,25.4,34.9,75.0,2.5,2.3,133.0,30.4,64,994.3,33.8,67
2024-08-30 12:00:00+00:00,64,15.5,21.5,66.0,2.6,2.1,133.0,28.0,77,994.5,30.8,100
2024-08-30 13:00:00+00:00,64,15.4,21.1,64.0,3.2,2.0,136.0,27.8,72,996.9,21.0,44
2024-08-30 14:00:00+00:00,64,17.7,24.0,62.0,4.0,1.9,141.0,27.5,72,997.5,21.3,100
2024-08-30 15:00:00+00:00,65,20.6,28.2,60.0,4.5,1.8,143.0,27.3,72,998.8,23.4,52
2024-08-30 16:00:00+00:00,65,22.0,30.5,58.0,4.5,1.8,140.0,26.8,75,1000.0,22.0,97
2024-08-30 17:00:00+00:00,65,22.1,31.2,56.0,4.2,1.8,135.0,26.8,74,1000.8,20.1,5
2024-08-30 18:00:00+00:00,65,21.5,31.5,54.0,3.9,1.8,129.0,26.4,76,1001.1,17.6,22
2024-08-30 19:00:00+00:00,65,19.9,30.9,50.0,3.7,1.8,123.0,26.1,77,1001.1,16.8,32
2024-08-30 20:00:00+00:00,65,18.0,30.4,46.0,3.5,1.7,116.0,25.7,82,1000.7,15.3,100
2024-08-30 21:00:00+00:00,66,15.8,29.5,43.0,3.4,1.8,111.0,25.5,84,1000.5,12.6,100
2024-08-30 22:00:00+00:00,66,15.1,30.9,41.0,3.6,2.0,110.0,25.3,87,1000.6,12.7,100
2024-08-30 23:00:00+00:00,66,15.3,33.3,39.0,4.0,2.3,111.0,25.3,90,1000.8,13.1,100
2024-08-31 00:00:00+00:00,66,16.4,35.9,32.0,6.3,2.1,121.0,25.4,90,1001.1,12.3,100
2024-08-31 01:00:00+00:00,67,17.9,39.3,32.0,6.3,2.7,129.0,25.2,88,1001.4,15.0,100
2024-08-31 02:00:00+00:00,67,18.7,40.0,33.0,6.3,3.5,141.0,25.3,89,1002.0,14.0,100
2024-08-31 03:00:00+00:00,68,16.9,48.8,37.0,5.9,4.2,148.0,26.5,84,1002.4,19.1,100
2024-08-31 04:00:00+00:00,68,15.7,54.9,49.0,4.7,4.5,147.0,27.9,76,1002.8,19.7,91
2024-08-31 05:00:00+00:00,68,16.6,73.3,64.0,3.2,4.7,141.0,29.1,72,1002.8,17.5,100
2024-08-31 06:00:00+00:00,69,19.9,94.5,77.0,2.0,4.6,136.0,30.1,70,1002.7,17.1,100
2024-08-31 07:00:00+00:00,69,23.6,109.7,85.0,1.4,4.2,134.0,31.0,65,1002.0,17.8,100
2024-08-31 08:00:00+00:00,69,26.2,114.8,90.0,1.2,3.7,132.0,31.5,63,1001.3,20.1,100
2024-08-31 09:00:00+00:00,70,26.5,111.3,93.0,1.3,3.3,133.0,32.1,60,1000.6,19.6,100
2024-08-31 10:00:00+00:00,70,25.4,99.9,94.0,1.4,3.2,133.0,31.9,60,1000.0,20.5,100
2024-08-31 11:00:00+00:00,70,24.1,91.7,92.0,1.7,3.3,135.0,28.2,81,1000.5,8.5,97
2024-08-31 12:00:00+00:00,70,20.7,82.4,79.0,2.9,3.0,143.0,28.7,78,1000.5,3.8,27
2024-08-31 13:00:00+00:00,70,20.2,69.4,69.0,7.0,2.9,183.0,27.4,87,1001.1,3.1,18
2024-08-31 14:00:00+00:00,71,19.4,57.6,54.0,12.7,2.8,240.0,27.1,90,1001.5,1.3,18
2024-08-31 15:00:00+00:00,71,19.2,50.6,42.0,17.3,2.7,285.0,27.5,86,1002.2,3.1,16
2024-08-31 16:00:00+00:00,71,18.6,46.3,35.0,19.7,2.8,312.0,27.2,88,1002.6,3.1,2
2024-08-31 17:00:00+00:00,70,17.9,44.1,30.0,20.9,3.0,328.0,27.0,89,1003.1,2.9,2
2024-08-31 18:00:00+00:00,70,17.6,42.7,27.0,21.2,3.1,330.0,25.8,96,1003.1,5.4,1
