timestamp,aqi,pm25,pm10,o3,no2,so2,co,temp,humidity,pressure,wind_speed,clouds
2024-11-11 23:00:00+00:00,67,17.3,34.9,39.0,11.6,7.6,254.0,23.9,91,1008.6,10.4,0
2024-11-12 00:00:00+00:00,67,17.8,36.9,38.0,11.5,6.5,267.0,23.3,94,1008.6,9.2,0
2024-11-12 01:00:00+00:00,67,18.9,38.6,33.0,12.9,5.7,493.0,23.0,97,1009.4,9.2,0
2024-11-12 02:00:00+00:00,67,22.0,43.1,27.0,14.8,4.6,814.0,22.8,98,1010.1,9.7,0
2024-11-12 03:00:00+00:00,67,24.1,48.0,30.0,15.0,4.5,985.0,24.2,91,1010.7,10.0,0
2024-11-12 04:00:00+00:00,67,24.6,51.8,49.0,12.1,6.4,854.0,26.5,80,1011.4,10.1,0
2024-11-12 05:00:00+00:00,67,20.3,54.4,76.0,7.6,9.3,573.0,28.8,69,1011.7,10.8,1
2024-11-12 06:00:00+00:00,67,18.5,50.2,99.0,4.0,11.2,352.0,30.8,54,1011.1,10.7,0
2024-11-12 07:00:00+00:00,67,17.3,42.8,113.0,2.4,11.0,270.0,32.6,40,1010.0,10.4,0
2024-11-12 08:00:00+00:00,67,17.1,39.1,122.0,1.8,9.7,248.0,33.7,32,1008.8,10.7,0
2024-11-12 09:00:00+00:00,67,17.2,38.0,127.0,1.7,8.7,256.0,34.2,28,1007.9,10.4,0
2024-11-12 10:00:00+00:00,68,17.3,37.4,129.0,1.8,8.4,270.0,34.2,27,1007.3,10.2,0
2024-11-12 11:00:00+00:00,68,17.5,37.0,127.0,2.4,8.3,316.0,33.8,27,1007.2,9.7,0
2024-11-12 12:00:00+00:00,68,16.7,19.6,127.0,3.7,4.9,438.0,32.9,29,1007.6,7.2,0
2024-11-12 13:00:00+00:00,68,22.5,24.9,109.0,10.3,5.2,742.0,30.5,36,1008.2,7.3,0
2024-11-12 14:00:00+00:00,69,26.8,29.0,85.0,19.3,5.6,1122.0,28.9,41,1008.7,4.7,0
2024-11-12 15:00:00+00:00,68,27.5,29.6,66.0,24.7,6.4,1313.0,28.2,44,1009.0,5.4,0
2024-11-12 16:00:00+00:00,69,24.2,27.0,59.0,22.9,7.9,1132.0,27.9,49,1009.5,10.6,0
2024-11-12 17:00:00+00:00,70,20.0,24.3,57.0,17.5,9.8,761.0,26.7,56,1009.9,9.6,0
2024-11-12 18:00:00+00:00,70,17.1,23.1,55.0,13.4,11.5,481.0,25.9,59,1009.7,8.1,0
2024-11-12 19:00:00+00:00,70,15.8,23.1,51.0,12.7,12.9,421.0,25.2,63,1009.3,8.1,0
2024-11-12 20:00:00+00:00,70,15.8,24.2,47.0,13.4,14.2,453.0,24.7,69,1008.7,8.3,0
2024-11-12 21:00:00+00:00,70,16.3,25.7,44.0,14.0,15.2,471.0,24.1,77,1008.4,7.2,0
2024-11-12 22:00:00+00:00,70,16.9,27.1,42.0,14.0,15.9,396.0,23.5,83,1008.1,6.6,0
2024-11-12 23:00:00+00:00,70,17.9,28.8,40.0,14.1,16.4,308.0,22.8,88,1008.2,5.1,0
2024-11-13 00:00:00+00:00,70,19.9,32.5,38.0,14.5,17.0,335.0,22.3,92,1008.4,4.5,0
2024-11-13 01:00:00+00:00,70,22.6,34.7,31.0,16.3,16.3,625.0,22.5,96,1009.1,4.5,0
2024-11-13 02:00:00+00:00,70,29.2,41.3,23.0,18.5,15.2,1031.0,22.5,95,1009.7,4.8,0
2024-11-13 03:00:00+00:00,71,32.2,40.4,28.0,18.6,13.9,1239.0,24.0,85,1010.4,5.7,0
2024-11-13 04:00:00+00:00,72,24.4,34.1,57.0,14.5,12.4,1046.0,26.9,61,1010.8,4.5,0
2024-11-13 05:00:00+00:00,72,21.1,29.7,98.0,8.2,10.7,654.0,29.8,44,1010.9,4.9,0
2024-11-13 06:00:00+00:00,72,18.6,22.0,129.0,3.4,9.1,359.0,31.9,34,1010.1,4.1,0
2024-11-13 07:00:00+00:00,72,15.6,17.7,140.0,1.6,7.8,280.0,33.2,25,1009.0,0.2,0
2024-11-13 08:00:00+00:00,72,15.1,17.1,142.0,1.3,6.6,297.0,33.7,23,1007.7,1.1,0
2024-11-13 09:00:00+00:00,71,15.2,17.2,141.0,1.5,5.7,343.0,33.9,23,1006.7,1.7,0
2024-11-13 10:00:00+00:00,71,15.4,17.3,142.0,0.7,5.2,350.0,33.7,23,1006.0,3.2,0
2024-11-13 11:00:00+00:00,71,15.6,17.5,141.0,0.5,5.1,388.0,33.1,23,1006.0,5.2,0
2024-11-13 12:00:00+00:00,77,20.7,23.3,132.0,4.1,5.4,593.0,32.0,24,1006.3,4.5,0
2024-11-13 13:00:00+00:00,93,28.3,30.7,113.0,15.6,6.1,1167.0,29.6,30,1006.9,1.8,2
2024-11-13 14:00:00+00:00,96,36.0,38.3,87.0,31.3,7.3,1909.0,28.7,32,1007.5,1.7,3
2024-11-13 15:00:00+00:00,87,41.1,43.3,68.0,41.4,8.6,2359.0,27.9,33,1008.2,1.5,1
2024-11-13 16:00:00+00:00,74,43.0,45.3,62.0,41.1,10.3,2270.0,27.3,38,1008.6,0.6,0
2024-11-13 17:00:00+00:00,75,42.8,45.4,63.0,35.2,12.2,1888.0,25.6,40,1008.7,4.4,0
2024-11-13 18:00:00+00:00,77,40.5,43.4,64.0,29.1,14.0,1490.0,25.1,43,1008.6,6.9,0
2024-11-13 19:00:00+00:00,79,36.7,39.8,64.0,24.0,15.5,1132.0,24.6,47,1008.4,8.3,0
2024-11-13 20:00:00+00:00,80,32.9,36.4,65.0,18.6,16.9,759.0,24.3,49,1007.9,8.3,0
2024-11-13 21:00:00+00:00,82,31.3,35.0,65.0,14.4,17.7,481.0,24.1,48,1007.7,9.2,0
2024-11-13 22:00:00+00:00,83,30.5,34.3,65.0,11.9,17.8,316.0,24.0,46,1007.5,9.6,0
2024-11-13 23:00:00+00:00,84,30.2,33.9,66.0,10.6,17.4,247.0,23.5,47,1007.8,7.9,0
2024-11-14 00:00:00+00:00,85,28.5,32.1,70.0,9.0,16.6,329.0,22.9,49,1008.1,7.3,0
2024-11-14 01:00:00+00:00,85,28.8,32.5,62.0,13.1,16.0,713.0,22.6,58,1008.9,5.8,0
2024-11-14 02:00:00+00:00,86,31.7,35.6,53.0,18.5,15.0,1247.0,21.8,64,1009.8,3.4,0
2024-11-14 03:00:00+00:00,86,35.0,38.2,55.0,20.6,13.8,1538.0,23.8,57,1010.5,4.2,0
2024-11-14 04:00:00+00:00,86,32.5,35.0,79.0,16.1,12.0,1342.0,26.8,46,1011.3,1.7,0
2024-11-14 05:00:00+00:00,87,29.7,32.2,114.0,8.3,10.0,901.0,29.9,35,1011.8,1.8,0
2024-11-14 06:00:00+00:00,88,22.8,25.0,141.0,2.4,8.4,548.0,32.1,26,1011.1,1.5,0
2024-11-14 07:00:00+00:00,88,21.5,23.7,151.0,0.7,7.7,403.0,33.1,22,1010.1,4.0,0
2024-11-14 08:00:00+00:00,89,22.2,24.5,152.0,0.9,7.6,345.0,33.5,21,1009.0,4.6,0
2024-11-14 09:00:00+00:00,89,23.1,25.4,151.0,1.6,7.5,342.0,33.7,21,1008.2,5.0,0
2024-11-14 10:00:00+00:00,90,24.0,26.3,152.0,1.3,7.4,324.0,33.4,22,1007.9,6.8,1
2024-11-14 11:00:00+00:00,90,24.7,27.1,150.0,1.6,7.3,361.0,32.7,22,1007.6,7.6,9
2024-11-14 12:00:00+00:00,98,28.6,31.0,138.0,6.1,7.7,634.0,31.6,23,1007.9,4.8,9
2024-11-14 13:00:00+00:00,111,36.3,38.8,119.0,15.3,8.3,1416.0,29.4,27,1008.6,4.7,4
2024-11-14 14:00:00+00:00,112,43.8,46.1,94.0,27.9,9.0,2434.0,28.4,29,1009.3,3.6,5
2024-11-14 15:00:00+00:00,102,47.3,49.5,73.0,37.1,9.7,3043.0,27.5,31,1009.6,1.7,1
2024-11-14 16:00:00+00:00,93,48.5,50.6,63.0,39.7,10.2,2898.0,26.3,38,1010.3,3.1,0
2024-11-14 17:00:00+00:00,94,49.7,51.7,57.0,38.9,10.6,2345.0,25.4,40,1010.4,4.2,0
2024-11-14 18:00:00+00:00,94,49.9,51.9,53.0,37.7,10.8,1780.0,25.5,39,1010.3,11.0,0
2024-11-14 19:00:00+00:00,95,48.4,50.5,48.0,37.4,10.6,1280.0,24.9,42,1009.6,6.9,0
2024-11-14 20:00:00+00:00,96,47.6,49.9,44.0,36.8,10.3,767.0,24.4,45,1009.3,8.7,0
2024-11-14 21:00:00+00:00,97,46.6,49.0,42.0,34.7,9.8,403.0,23.6,48,1009.3,8.5,0
2024-11-14 22:00:00+00:00,98,43.8,46.4,44.0,29.4,9.3,249.0,22.9,50,1009.4,6.5,0
2024-11-14 23:00:00+00:00,99,41.6,44.6,48.0,22.8,8.6,243.0,21.8,55,1009.3,3.8,0
2024-11-15 00:00:00+00:00,100,39.7,43.1,50.0,17.8,7.3,360.0,21.6,58,1009.4,1.9,0
2024-11-15 01:00:00+00:00,102,40.7,44.4,42.0,21.1,7.1,703.0,21.1,61,1010.1,4.0,0
2024-11-15 02:00:00+00:00,103,44.6,48.4,33.0,25.4,6.9,1168.0,20.8,64,1010.7,4.8,0
2024-11-15 03:00:00+00:00,104,48.3,51.6,37.0,26.4,7.0,1418.0,23.2,56,1011.5,5.6,0
2024-11-15 04:00:00+00:00,106,42.6,45.3,67.0,20.9,7.7,1240.0,26.3,46,1012.1,1.8,0
2024-11-15 05:00:00+00:00,107,36.1,39.9,111.0,12.1,8.7,848.0,29.4,35,1012.6,2.5,0
2024-11-15 06:00:00+00:00,107,30.7,33.8,144.0,5.3,9.3,539.0,31.5,28,1011.9,3.2,0
2024-11-15 07:00:00+00:00,108,30.5,33.8,157.0,2.6,9.0,426.0,32.7,23,1010.7,1.0,0
2024-11-15 08:00:00+00:00,109,33.5,37.1,160.0,1.8,8.3,397.0,33.3,21,1009.6,2.7,0
2024-11-15 09:00:00+00:00,110,34.3,38.1,159.0,1.9,7.7,417.0,33.5,20,1008.7,4.1,0
2024-11-15 10:00:00+00:00,111,34.7,38.3,159.0,1.9,7.4,413.0,33.3,20,1008.0,6.2,0
2024-11-15 11:00:00+00:00,113,35.0,38.6,155.0,2.8,7.3,458.0,32.8,20,1007.9,7.8,0
2024-11-15 12:00:00+00:00,114,38.2,41.7,147.0,6.0,7.5,735.0,31.7,20,1008.0,6.3,0
2024-11-15 13:00:00+00:00,120,47.6,51.0,126.0,15.3,8.0,1530.0,29.3,25,1008.8,2.8,0
2024-11-15 14:00:00+00:00,123,55.6,58.9,96.0,27.8,8.6,2556.0,28.0,28,1009.0,2.2,0
2024-11-15 15:00:00+00:00,117,57.7,60.8,75.0,35.3,9.0,3135.0,26.3,33,1009.4,4.1,0
2024-11-15 16:00:00+00:00,118,55.2,57.9,71.0,32.7,8.8,2871.0,25.5,35,1009.7,2.6,0
2024-11-15 17:00:00+00:00,119,53.7,56.3,75.0,25.0,8.4,2161.0,24.2,39,1009.8,4.2,0
2024-11-15 18:00:00+00:00,119,53.3,56.1,76.0,19.1,8.0,1516.0,23.7,42,1009.9,5.4,0
2024-11-15 19:00:00+00:00,120,51.9,54.7,71.0,17.9,7.7,1098.0,23.5,44,1009.8,8.8,0
2024-11-15 20:00:00+00:00,120,49.6,51.9,63.0,18.4,7.3,745.0,22.6,49,1009.5,7.4,0
2024-11-15 21:00:00+00:00,120,46.3,48.4,56.0,18.8,7.1,488.0,22.0,53,1009.5,7.3,0
2024-11-15 22:00:00+00:00,120,44.7,46.6,52.0,17.9,6.9,322.0,21.6,54,1009.2,5.7,0
2024-11-15 23:00:00+00:00,120,43.9,45.5,49.0,16.8,6.8,251.0,21.7,53,1009.1,6.7,0
2024-11-16 00:00:00+00:00,120,51.5,53.4,37.0,21.9,6.7,320.0,21.5,53,1009.1,5.6,0
2024-11-16 01:00:00+00:00,122,51.6,53.6,30.0,24.8,6.9,668.0,20.9,57,1009.6,5.2,0
2024-11-16 02:00:00+00:00,123,54.8,56.8,21.0,28.4,7.2,1155.0,20.3,60,1010.3,4.6,0
2024-11-16 03:00:00+00:00,124,58.1,59.6,27.0,28.6,7.6,1407.0,22.4,54,1010.7,4.7,0
2024-11-16 04:00:00+00:00,125,43.9,45.1,62.0,22.0,8.2,1187.0,25.4,46,1011.6,3.9,0
2024-11-16 05:00:00+00:00,125,32.6,34.5,112.0,12.0,9.0,732.0,28.2,38,1011.9,6.1,0
2024-11-16 06:00:00+00:00,125,31.1,33.5,149.0,4.4,9.5,381.0,30.2,33,1011.4,6.2,0
2024-11-16 07:00:00+00:00,125,28.7,31.1,162.0,1.7,9.6,269.0,31.4,30,1010.4,5.1,0
2024-11-16 08:00:00+00:00,125,26.8,29.6,162.0,1.4,9.4,260.0,32.3,27,1009.3,4.3,0
2024-11-16 09:00:00+00:00,124,25.7,29.5,158.0,2.0,9.1,294.0,32.7,26,1008.4,4.9,0
2024-11-16 10:00:00+00:00,123,25.0,29.7,154.0,2.7,8.8,354.0,32.6,26,1007.8,5.9,0
2024-11-16 11:00:00+00:00,122,24.7,30.0,146.0,4.4,8.4,455.0,32.1,26,1007.5,7.1,0
2024-11-16 12:00:00+00:00,121,31.4,37.5,128.0,8.7,8.1,583.0,31.0,28,1007.9,7.1,0
2024-11-16 13:00:00+00:00,120,40.7,46.9,112.0,14.5,8.4,757.0,29.1,35,1008.4,5.5,0
2024-11-16 14:00:00+00:00,119,48.2,53.9,90.0,22.4,8.7,956.0,27.5,40,1008.9,4.6,0
2024-11-16 15:00:00+00:00,119,51.2,56.2,73.0,28.1,9.1,1105.0,26.2,45,1009.3,3.0,0
2024-11-16 16:00:00+00:00,118,52.5,57.4,67.0,29.1,9.6,1178.0,25.5,48,1009.5,2.1,0
2024-11-16 17:00:00+00:00,118,55.2,60.3,66.0,27.9,10.1,1200.0,24.5,51,1009.7,4.2,0
2024-11-16 18:00:00+00:00,118,56.0,61.0,63.0,27.3,10.3,1169.0,24.4,53,1009.8,1.9,0
2024-11-16 19:00:00+00:00,118,53.8,58.2,54.0,28.6,10.1,1045.0,22.7,58,1009.7,4.0,0
2024-11-16 20:00:00+00:00,118,52.4,56.6,42.0,30.5,9.7,868.0,22.7,59,1009.4,1.2,0
2024-11-16 21:00:00+00:00,119,52.0,56.1,32.0,32.0,9.2,761.0,22.0,63,1009.3,1.2,0
2024-11-16 22:00:00+00:00,119,53.8,58.2,25.0,32.9,8.8,785.0,20.8,72,1009.2,3.3,0
2024-11-16 23:00:00+00:00,120,56.3,61.2,21.0,33.4,8.3,879.0,20.3,78,1009.3,3.4,0
2024-11-17 00:00:00+00:00,121,49.9,54.2,20.0,30.9,8.8,984.0,20.1,79,1009.4,4.2,0
2024-11-17 01:00:00+00:00,121,50.3,54.8,17.0,30.9,8.6,1121.0,20.9,76,1009.8,5.3,0
2024-11-17 02:00:00+00:00,121,54.9,59.8,15.0,30.5,8.3,1269.0,20.8,74,1010.5,5.3,0
2024-11-17 03:00:00+00:00,121,58.3,62.4,24.0,28.2,8.4,1304.0,22.3,67,1011.1,6.5,0
2024-11-17 04:00:00+00:00,121,47.1,51.5,55.0,22.1,9.3,1132.0,24.7,56,1011.9,4.4,0
2024-11-17 05:00:00+00:00,122,36.9,43.9,96.0,13.9,10.5,847.0,27.5,45,1012.4,5.0,0
2024-11-17 06:00:00+00:00,122,31.0,39.3,129.0,7.5,11.2,611.0,29.8,39,1012.0,5.2,0
2024-11-17 07:00:00+00:00,122,30.0,38.3,144.0,4.3,11.0,474.0,31.4,34,1010.9,5.1,0
2024-11-17 08:00:00+00:00,122,28.8,37.8,151.0,2.8,10.4,386.0,32.3,31,1009.9,4.7,0
2024-11-17 09:00:00+00:00,122,27.8,37.4,153.0,2.3,9.7,355.0,32.7,28,1009.0,4.8,0
2024-11-17 10:00:00+00:00,123,27.0,36.8,152.0,2.7,9.2,390.0,32.6,26,1008.5,5.7,0
2024-11-17 11:00:00+00:00,123,26.7,36.3,148.0,4.1,8.7,482.0,32.0,27,1008.4,7.3,0
2024-11-17 12:00:00+00:00,123,41.1,52.7,130.0,7.7,8.4,615.0,30.8,30,1008.6,8.7,2
2024-11-17 13:00:00+00:00,124,47.5,57.9,114.0,12.3,8.4,829.0,29.0,37,1008.9,9.9,0
2024-11-17 14:00:00+00:00,125,51.6,60.3,91.0,18.5,8.3,1083.0,28.4,36,1009.6,7.8,1
2024-11-17 15:00:00+00:00,125,53.3,61.5,74.0,22.9,8.3,1238.0,27.7,36,1009.9,7.1,0
2024-11-17 16:00:00+00:00,125,54.1,61.9,68.0,23.6,8.5,1211.0,26.9,37,1010.5,6.1,0
2024-11-17 17:00:00+00:00,125,54.4,62.2,67.0,22.5,8.7,1084.0,25.9,41,1010.5,7.8,0
2024-11-17 18:00:00+00:00,125,54.4,62.6,66.0,21.4,8.8,965.0,24.3,50,1010.7,5.8,0
2024-11-17 19:00:00+00:00,125,54.2,62.9,63.0,21.4,8.7,890.0,23.1,56,1010.4,1.2,0
2024-11-17 20:00:00+00:00,125,55.1,63.8,59.0,21.5,8.4,824.0,22.4,62,1010.2,6.1,0
2024-11-17 21:00:00+00:00,125,57.3,65.4,56.0,20.8,8.2,766.0,22.0,65,1010.4,6.5,0
2024-11-17 22:00:00+00:00,126,61.5,68.5,53.0,18.4,8.0,692.0,21.2,69,1010.6,4.4,0
2024-11-17 23:00:00+00:00,127,62.6,68.5,51.0,15.2,7.9,628.0,20.7,71,1010.9,4.5,0
2024-11-18 00:00:00+00:00,127,64.7,70.3,50.0,12.0,7.8,648.0,20.4,72,1011.0,5.8,0
2024-11-18 01:00:00+00:00,129,65.9,71.0,48.0,12.8,8.1,857.0,20.6,71,1011.5,7.2,0
2024-11-18 02:00:00+00:00,131,67.8,72.4,47.0,13.7,8.5,1151.0,20.4,71,1012.2,7.3,0
2024-11-18 03:00:00+00:00,132,68.5,72.4,52.0,13.6,8.9,1297.0,21.7,65,1012.6,7.4,0
2024-11-18 04:00:00+00:00,133,68.7,73.3,69.0,11.6,9.3,1150.0,24.2,54,1013.3,5.4,0
2024-11-18 05:00:00+00:00,135,66.8,72.4,92.0,8.7,9.6,854.0,27.2,42,1013.6,5.8,0
2024-11-18 06:00:00+00:00,138,61.5,69.2,112.0,6.1,9.6,607.0,29.5,36,1013.0,5.9,0
2024-11-18 07:00:00+00:00,142,55.4,66.6,126.0,4.3,8.9,472.0,31.0,32,1012.0,6.4,0
2024-11-18 08:00:00+00:00,144,46.9,60.3,136.0,2.9,7.8,387.0,31.6,30,1010.8,6.1,0
2024-11-18 09:00:00+00:00,146,42.8,56.5,141.0,2.4,6.9,359.0,31.9,29,1010.1,6.2,0
2024-11-18 10:00:00+00:00,148,41.0,54.2,138.0,3.0,6.5,393.0,31.7,30,1009.5,6.6,0
2024-11-18 11:00:00+00:00,149,39.8,52.7,130.0,4.6,6.4,485.0,31.0,31,1009.6,7.0,0
2024-11-18 12:00:00+00:00,150,36.0,44.6,118.0,7.1,6.4,629.0,30.0,34,1010.1,6.7,0
2024-11-18 13:00:00+00:00,150,40.5,48.3,101.0,11.5,6.3,867.0,28.3,38,1010.4,6.1,0
2024-11-18 14:00:00+00:00,149,43.8,51.0,78.0,17.6,6.3,1157.0,27.8,39,1011.0,7.0,0
2024-11-18 15:00:00+00:00,148,46.4,54.1,59.0,22.6,6.4,1370.0,26.4,41,1011.3,4.9,0
2024-11-18 16:00:00+00:00,148,48.9,57.5,51.0,25.3,6.8,1457.0,25.5,43,1011.8,3.9,0
2024-11-18 17:00:00+00:00,147,51.3,61.0,47.0,27.0,7.4,1466.0,24.8,45,1012.0,4.3,0
2024-11-18 18:00:00+00:00,147,53.3,64.0,44.0,28.1,7.8,1416.0,24.1,50,1012.2,6.1,0
2024-11-18 19:00:00+00:00,147,54.0,65.7,39.0,29.2,7.7,1283.0,22.4,59,1012.1,4.2,0
2024-11-18 20:00:00+00:00,147,55.3,66.6,35.0,29.9,7.4,1090.0,21.8,65,1012.0,3.8,0
2024-11-18 21:00:00+00:00,147,56.3,66.1,32.0,29.3,7.1,928.0,21.4,68,1011.7,4.8,0
2024-11-18 22:00:00+00:00,147,54.0,62.2,32.0,26.4,6.7,794.0,21.0,70,1011.8,4.1,0
2024-11-18 23:00:00+00:00,146,51.8,59.6,33.0,22.3,6.2,691.0,20.6,73,1011.8,2.4,0
2024-11-19 00:00:00+00:00,145,57.0,65.9,29.0,23.9,6.3,712.0,20.3,75,1012.1,1.5,0
2024-11-19 01:00:00+00:00,144,57.6,65.9,24.0,25.7,6.6,1000.0,19.6,79,1012.6,2.4,0
2024-11-19 02:00:00+00:00,143,63.1,71.7,19.0,28.0,7.0,1412.0,19.1,85,1013.3,3.7,0
2024-11-19 03:00:00+00:00,143,68.9,75.9,25.0,27.5,7.5,1617.0,21.0,75,1013.9,5.0,0
2024-11-19 04:00:00+00:00,143,61.5,68.7,52.0,21.9,8.1,1403.0,24.2,58,1014.5,2.8,0
2024-11-19 05:00:00+00:00,142,56.8,66.8,90.0,13.6,8.8,981.0,27.6,42,1014.7,2.9,0
2024-11-19 06:00:00+00:00,141,49.1,60.5,120.0,7.0,9.2,650.0,30.0,34,1014.2,3.8,0
2024-11-19 07:00:00+00:00,140,41.1,52.7,134.0,3.8,9.1,520.0,31.5,29,1013.1,3.1,0
2024-11-19 08:00:00+00:00,138,36.0,47.4,140.0,2.4,8.7,482.0,32.5,26,1011.8,1.0,0
2024-11-19 09:00:00+00:00,137,33.1,43.8,142.0,2.3,8.3,505.0,33.0,24,1010.7,1.5,0
2024-11-19 10:00:00+00:00,136,31.0,41.2,140.0,3.7,7.8,612.0,33.0,23,1009.9,1.7,0
2024-11-19 11:00:00+00:00,135,29.9,39.7,133.0,6.4,7.2,781.0,32.5,24,1009.5,4.6,0
2024-11-19 12:00:00+00:00,134,23.0,28.5,112.0,9.9,6.3,909.0,30.5,33,1009.9,9.8,0
2024-11-19 13:00:00+00:00,132,31.9,37.5,101.0,13.6,6.7,918.0,28.3,42,1010.5,10.5,0
2024-11-19 14:00:00+00:00,132,35.6,40.4,85.0,18.7,7.2,886.0,27.2,43,1011.2,7.2,0
2024-11-19 15:00:00+00:00,131,36.3,40.6,72.0,22.3,7.6,949.0,25.8,46,1011.6,4.5,0
2024-11-19 16:00:00+00:00,130,36.9,41.3,66.0,22.6,7.9,1240.0,24.9,49,1011.9,3.6,0
2024-11-19 17:00:00+00:00,128,38.5,43.2,62.0,21.3,8.0,1626.0,24.8,54,1012.1,0.6,0
2024-11-19 18:00:00+00:00,127,40.6,45.4,58.0,20.8,8.1,1835.0,23.5,54,1012.2,0.5,0
2024-11-19 19:00:00+00:00,126,41.4,46.4,51.0,22.4,8.1,1709.0,22.4,57,1012.0,1.7,0
2024-11-19 20:00:00+00:00,124,43.4,48.3,44.0,24.9,8.1,1407.0,21.8,64,1011.6,5.1,0
2024-11-19 21:00:00+00:00,123,46.0,50.9,37.0,26.4,7.9,1136.0,21.0,70,1011.2,4.8,0
2024-11-19 22:00:00+00:00,122,48.7,53.3,32.0,26.2,7.5,934.0,20.5,75,1010.9,4.7,0
2024-11-19 23:00:00+00:00,122,50.5,55.1,28.0,25.1,7.0,762.0,19.7,81,1011.1,3.6,0
2024-11-20 00:00:00+00:00,121,45.3,48.9,27.0,21.3,5.7,712.0,19.6,81,1011.1,3.9,0
2024-11-20 01:00:00+00:00,120,46.2,49.7,25.0,21.6,5.9,910.0,19.5,77,1012.1,4.7,0
2024-11-20 02:00:00+00:00,119,50.2,53.6,24.0,21.8,6.3,1229.0,19.4,78,1012.7,5.5,0
2024-11-20 03:00:00+00:00,118,51.6,54.5,33.0,20.5,6.8,1383.0,20.7,73,1013.2,6.8,0
2024-11-20 04:00:00+00:00,116,48.4,51.3,61.0,16.3,7.8,1196.0,23.5,60,1013.8,5.0,0
2024-11-20 05:00:00+00:00,115,45.4,50.3,100.0,10.6,8.9,843.0,26.6,45,1013.8,5.7,0
2024-11-20 06:00:00+00:00,113,38.4,44.4,129.0,6.1,9.4,563.0,28.7,37,1013.1,5.7,0
2024-11-20 07:00:00+00:00,112,32.4,38.8,142.0,3.7,8.7,439.0,30.1,33,1011.9,5.8,0
2024-11-20 08:00:00+00:00,111,28.6,34.9,145.0,2.5,7.4,388.0,31.0,31,1010.8,5.4,0
2024-11-20 09:00:00+00:00,111,26.7,32.9,145.0,2.3,6.4,393.0,31.4,30,1009.9,5.6,0
2024-11-20 10:00:00+00:00,110,26.0,32.1,143.0,3.0,6.1,468.0,31.3,30,1009.2,5.5,0
2024-11-20 11:00:00+00:00,109,25.8,31.8,137.0,4.6,6.2,599.0,30.7,31,1009.1,6.5,0
2024-11-20 12:00:00+00:00,109,23.6,27.9,121.0,8.3,6.2,736.0,29.3,35,1009.5,8.8,0
2024-11-20 13:00:00+00:00,109,29.0,33.1,106.0,12.3,6.3,879.0,27.6,39,1010.0,7.9,0
2024-11-20 14:00:00+00:00,109,31.0,34.5,84.0,17.8,6.4,1028.0,26.7,41,1010.5,8.3,0
2024-11-20 15:00:00+00:00,108,29.7,32.9,68.0,21.2,6.4,1127.0,25.6,42,1010.8,5.2,0
2024-11-20 16:00:00+00:00,108,28.1,31.1,62.0,20.6,6.4,1144.0,24.5,45,1011.0,4.7,0
2024-11-20 17:00:00+00:00,107,26.8,29.7,61.0,18.0,6.3,1111.0,24.2,45,1011.0,5.6,0
2024-11-20 18:00:00+00:00,105,25.8,28.8,60.0,15.9,6.2,1077.0,24.1,45,1010.9,6.5,0
2024-11-20 19:00:00+00:00,104,24.5,27.6,57.0,15.2,6.0,1062.0,22.1,50,1011.0,3.2,0
2024-11-20 20:00:00+00:00,102,23.7,27.0,55.0,15.0,5.7,1045.0,21.9,52,1010.6,4.7,0
2024-11-20 21:00:00+00:00,100,23.5,26.6,53.0,14.7,5.4,1013.0,21.6,55,1010.5,1.7,0
2024-11-20 22:00:00+00:00,98,23.4,26.3,52.0,13.6,5.1,914.0,20.9,59,1010.2,1.4,0
2024-11-20 23:00:00+00:00,96,23.5,26.4,51.0,12.4,4.8,800.0,20.3,63,1010.2,1.1,0
2024-11-21 00:00:00+00:00,94,23.9,27.0,48.0,13.9,5.1,814.0,19.3,68,1010.4,1.8,0
2024-11-21 01:00:00+00:00,92,24.9,28.0,41.0,17.4,5.4,1123.0,18.1,74,1011.0,3.9,0
2024-11-21 02:00:00+00:00,91,28.8,31.8,33.0,22.1,5.9,1560.0,18.1,73,1011.8,4.6,0
2024-11-21 03:00:00+00:00,89,32.2,34.6,35.0,23.4,6.2,1769.0,20.7,60,1012.5,6.3,0
2024-11-21 04:00:00+00:00,88,22.4,24.2,58.0,18.3,6.1,1525.0,24.0,46,1012.9,4.3,0
2024-11-21 05:00:00+00:00,86,16.4,18.2,91.0,10.0,5.8,1053.0,27.0,39,1013.0,5.6,0
2024-11-21 06:00:00+00:00,83,13.4,15.4,117.0,3.6,5.6,666.0,29.4,31,1012.4,7.2,0
2024-11-21 07:00:00+00:00,81,13.6,16.6,129.0,1.4,5.6,471.0,30.9,27,1011.1,7.2,0
2024-11-21 08:00:00+00:00,80,15.7,19.4,134.0,1.1,5.8,362.0,31.8,25,1009.9,6.0,0
2024-11-21 09:00:00+00:00,79,16.9,21.0,135.0,1.8,5.9,334.0,32.1,24,1009.0,5.8,0
2024-11-21 10:00:00+00:00,78,17.4,21.4,132.0,3.2,5.9,398.0,32.1,24,1008.6,5.6,0
2024-11-21 11:00:00+00:00,77,17.6,21.5,126.0,5.4,5.9,543.0,31.6,25,1008.2,5.0,0
2024-11-21 12:00:00+00:00,77,18.5,21.2,113.0,8.8,6.1,728.0,30.1,29,1008.6,2.2,0
2024-11-21 13:00:00+00:00,76,23.8,26.3,102.0,10.8,6.0,1009.0,27.5,35,1009.4,4.6,0
